CONTROLN,STATE,GENDER,HV1 - Median Home Value in hundreds,IC1 - Median Household Income in hundreds,IC4,HVP1,IC5,POBC1,POBC2,IC2,IC3,AVGGIFT,TCODE,DOB,DOMAIN,TARGET_D,Described DOMAIN,,Gender,
102579,MO,N,300,240,322,0,10527,0,81,283,285,5,0,30.12.1899,R2,5,Average Socio Economic Group and Rural,,,
145403,CA,F,2730,294,447,89,15068,17,55,304,391,"5,127659575",0,24.08.1901,S2,10,Average Socio Economic Group Suburban,,,
183673,WA,F,413,214,249,0,6780,29,43,227,229,9,0,12.01.1903,R2,10,Average Socio Economic Group and Rural,,,
140347,NM,N,911,224,378,8,12142,7,57,285,319,8,0,30.12.1899,C2,10,Average Socio Economic Group and City,,,
57092,KY,N,1110,452,542,6,17207,0,79,474,532,"23,66666667",0,13.07.1914,T1,36,Highest Socio Economic Group and Town,,,
171216,CA,F,1361,368,487,13,16200,9,43,409,441,"5,833333333",0,09.11.1909,S2,5,Average Socio Economic Group Suburban,,,
66393,MI,N,605,369,441,1,14582,2,14,415,377,21,0,25.10.1914,T2,50,Average Socio Economic Group and Town,,,
103298,MO,F,588,258,340,0,11512,2,69,310,293,"12,5",0,10.06.1919,R1,15,Highest Socio Economic Group and Rural,,,
83279,MN,F,1300,596,772,3,28518,1,66,717,674,9,0,27.04.1912,S1,19,Highest Socio Economic Group Suburban,,,
162687,CA,F,3238,271,402,93,21383,17,45,389,325,"15,4",0,14.12.1910,U1,35,Highest Socio Economic Group and Urban,,,
58934,KY,F,282,169,225,1,7323,0,87,198,190,15,0,30.12.1899,R3,10,Lowest Socio Economic Group and Rural,,,
151195,CA,F,3905,882,989,95,35563,14,37,1022,923,"8,25",0,27.09.1902,0,10,#N/A,,,
57705,KY,F,375,145,205,0,8278,0,72,138,189,"3,576923077",0,30.12.1899,U4,5,#N/A,,,
138307,AZ,F,1711,401,608,33,23098,9,18,441,527,"12,4",0,19.10.1911,S1,18,Highest Socio Economic Group Suburban,,,
163614,CA,F,4051,588,630,97,21692,22,57,605,617,"4,571428571",0,30.12.1899,U1,10,Highest Socio Economic Group and Urban,,,
35728,FL,N,786,339,361,1,11296,9,24,354,349,"11,33333333",0,21.02.1913,T2,10,Average Socio Economic Group and Town,,,
30640,GA,F,629,256,420,0,15293,5,54,339,319,"10,33333333",0,23.01.1909,C2,15,Average Socio Economic Group and City,,,
111371,AR,N,655,356,412,0,13334,2,48,401,362,"8,6",0,30.12.1899,T2,20,Average Socio Economic Group and Town,,,
88868,IL,F,2313,502,725,65,28018,9,56,646,579,"7,428571429",0,28.07.1906,S1,8,Highest Socio Economic Group Suburban,,,
186925,SD,F,235,211,295,0,9870,1,84,257,250,"10,91666667",0,19.03.1908,R2,15,Average Socio Economic Group and Rural,,,
61962,IN,F,970,314,455,11,15281,1,66,370,389,"12,66666667",0,30.12.1899,T2,25,Average Socio Economic Group and Town,,,
162656,CA,F,685,166,257,0,7945,3,60,205,227,"17,4",0,30.12.1899,T2,20,Average Socio Economic Group and Town,,,
168370,CA,F,2798,425,474,76,21926,29,36,428,469,"14,5",0,21.11.1915,S2,15,Average Socio Economic Group Suburban,,,
156618,CA,N,2043,364,423,53,19087,19,56,385,412,"9,666666667",0,18.01.1912,S2,25,Average Socio Economic Group Suburban,,,
109858,LA,F,772,369,446,0,16215,0,70,365,447,"9,7",0,02.02.1915,S1,15,Highest Socio Economic Group Suburban,,,
99501,MO,F,988,509,529,2,15666,1,80,521,509,10,0,10.08.1915,S1,10,Highest Socio Economic Group Suburban,,,
125467,TX,F,431,194,223,0,8888,8,61,209,219,"12,5",0,30.12.1899,C3,15,Lowest Socio Economic Group and City,,,
55956,FL,F,1625,450,660,35,33485,5,21,531,578,"9,25",0,30.12.1899,C1,10,Highest Socio Economic Group and City,,,
103644,MO,F,376,178,248,0,10244,0,71,233,219,6,0,30.12.1899,T2,10,Average Socio Economic Group and Town,,,
164364,CA,F,2332,508,574,71,19798,6,59,533,528,"5,714285714",0,28.03.1914,S1,6,Highest Socio Economic Group Suburban,,,
79399,WI,N,487,298,360,0,11498,1,82,322,328,"17,5",0,28.01.1915,R2,30,Average Socio Economic Group and Rural,,,
75835,IA,N,298,234,279,0,9825,4,64,250,269,"3,857142857",0,18.01.1912,C3,5,Lowest Socio Economic Group and City,,,
4606,IL,N,1045,288,399,1,12829,33,56,347,337,"24,75",0,13.11.1906,U3,25,Lowest Socio Economic Group and Urban,,,
173100,CA,F,625,172,250,0,8875,1,63,190,226,13,0,30.12.1899,R2,21,Average Socio Economic Group and Rural,,,
172784,CA,F,688,175,292,0,9422,3,66,187,258,"5,571428571",0,05.10.1908,R2,5,Average Socio Economic Group and Rural,,,
145637,CA,F,2908,606,717,87,23934,5,54,644,677,"16,25",0,21.02.1913,S1,25,Highest Socio Economic Group Suburban,,,
93086,IL,F,1088,241,343,11,10050,48,32,288,308,20,0,01.04.1917,U1,20,Highest Socio Economic Group and Urban,,,
95727,IL,N,364,305,383,0,12461,2,56,333,329,"15,55555556",0,04.04.1914,S3,18,Lowerst Socio Economic Group Suburban,,,
90894,IL,N,827,369,430,1,14536,1,79,415,386,"4,473684211",0,30.12.1899,S2,4,Average Socio Economic Group Suburban,,,
52548,TN,N,457,203,316,1,10766,0,82,270,256,"13,57142857",0,19.02.1910,R2,14,Average Socio Economic Group and Rural,,,
105144,KS,F,424,192,298,0,9813,1,77,244,236,4,0,30.12.1899,C3,3,Lowest Socio Economic Group and City,,,
52132,TN,F,397,271,292,0,9937,0,89,293,270,"6,857142857",0,30.12.1899,0,7,#N/A,,,
160425,CA,N,1135,265,324,5,11259,10,53,299,306,"9,923076923",0,13.02.1907,T2,12,Average Socio Economic Group and Town,,,
175112,CA,F,3018,728,757,96,21525,20,45,749,749,20,0,10.08.1915,T2,20,Average Socio Economic Group and Town,,,
146153,CA,F,1442,293,368,16,10759,36,46,321,333,"18,25",0,14.10.1908,U3,44,Lowest Socio Economic Group and Urban,,,
149199,CA,N,2667,481,671,89,23903,28,36,577,579,"7,666666667",0,30.12.1899,U1,15,Highest Socio Economic Group and Urban,,,
185774,NC,F,650,278,445,3,17843,1,59,372,339,"15,47727273",0,30.12.1899,0,12,#N/A,,,
189962,CA,N,833,295,403,6,13341,11,43,299,378,"11,85714286",0,05.08.1912,T3,10,Lowest Socio Economic Group and Town,,,
163591,CA,N,3919,427,589,93,25828,17,48,453,552,"23,14285714",0,09.01.1906,U1,35,Highest Socio Economic Group and Urban,,,
159039,CA,F,1656,298,388,18,17943,10,36,350,356,"15,35",0,23.06.1905,C2,25,Average Socio Economic Group and City,,,
22984,SC,F,0,0,0,0,0,0,0,0,0,6,0,30.12.1899,T2,1,Average Socio Economic Group and Town,,,
6490,WA,N,1118,354,466,7,13991,5,54,453,385,22,0,15.04.1903,T2,25,Average Socio Economic Group and Town,,,
48003,AL,N,765,408,472,1,15150,1,68,430,441,"7,611111111",0,30.12.1899,T2,10,Average Socio Economic Group and Town,,,
189199,KS,F,636,311,495,0,16133,4,47,412,332,"16,66666667",0,30.12.1899,T2,25,Average Socio Economic Group and Town,,,
117882,AR,F,424,252,354,0,14198,0,44,303,299,"11,66666667",0,16.12.1907,0,20,#N/A,,,
101033,MO,N,696,387,430,0,12711,3,67,406,421,"13,8",0,20.08.1915,T2,21,Average Socio Economic Group and Town,,,
143299,CA,N,2581,555,676,71,21182,34,41,641,561,"14,44444444",0,01.09.1907,U1,15,Highest Socio Economic Group and Urban,,,
95467,IL,F,765,352,456,2,18503,1,78,381,435,"5,9375",0,05.11.1906,R2,4,Average Socio Economic Group and Rural,,,
126530,TX,N,369,253,291,0,7909,7,82,269,266,25,0,18.01.1912,T2,30,Average Socio Economic Group and Town,,,
19986,NC,N,397,183,255,0,7214,0,90,210,230,9,0,02.03.1919,T2,10,Average Socio Economic Group and Town,,,
25731,GA,N,804,366,441,7,15041,2,54,408,400,15,0,14.08.1918,T2,21,Average Socio Economic Group and Town,,,
45258,FL,F,518,184,264,0,11126,7,12,213,228,10,0,27.04.1912,U3,5,Lowest Socio Economic Group and Urban,,,
175996,OR,F,1149,504,580,6,19641,7,53,526,550,"11,5",0,01.08.1909,S1,10,Highest Socio Economic Group Suburban,,,
87074,MT,F,320,172,285,0,9900,0,78,208,247,"10,64",0,10.05.1921,R3,5,Lowest Socio Economic Group and Rural,,,
164989,CA,F,5287,1032,1002,98,43904,10,51,1105,949,"13,375",0,13.10.1908,S1,30,Highest Socio Economic Group Suburban,,,
126013,TX,N,697,435,497,0,15966,2,64,488,457,"15,33333333",0,14.12.1910,R2,20,Average Socio Economic Group and Rural,,,
117076,TX,F,548,238,271,0,7325,11,79,236,261,"7,941176471",0,12.12.1904,S3,10,Lowerst Socio Economic Group Suburban,,,
42878,FL,F,595,248,313,0,15936,6,4,274,288,"6,125",0,09.01.1906,C2,10,Average Socio Economic Group and City,,,
99338,MO,F,1844,676,786,43,25507,3,52,713,726,"7,75",0,23.11.1912,T1,10,Highest Socio Economic Group and Town,,,
64563,IN,F,334,227,307,0,10104,0,58,265,269,"13,57142857",0,30.12.1899,R3,20,Lowest Socio Economic Group and Rural,,,
102011,MO,F,576,243,354,0,12603,0,83,312,301,"19,92307692",0,17.10.1914,R2,30,Average Socio Economic Group and Rural,,,
86420,ND,F,734,408,402,0,11843,0,70,404,403,"5,083333333",0,13.07.1911,T2,7,Average Socio Economic Group and Town,,,
139324,NM,N,1017,322,590,3,22316,6,35,521,407,"10,8",0,30.12.1899,S1,15,Highest Socio Economic Group Suburban,,,
154067,CA,F,967,381,426,17,10138,8,69,391,392,"8,416666667",0,30.12.1899,0,10,#N/A,,,
74825,IA,F,310,175,316,0,11934,0,84,288,244,"4,608695652",0,29.06.1905,T2,5,Average Socio Economic Group and Town,,,
55450,MS,F,350,173,280,0,9613,0,89,220,241,"3,52631579",0,30.12.1899,R2,5,Average Socio Economic Group and Rural,,,
171188,CA,F,1283,223,359,18,13175,3,63,292,295,"11,53333333",0,20.01.1909,T2,14,Average Socio Economic Group and Town,,,
181569,WA,F,886,293,433,8,16413,1,42,351,366,"17,33333333",0,23.03.1905,T2,21,Average Socio Economic Group and Town,,,
68797,MI,F,927,323,371,2,18248,8,80,359,333,"7,666666667",0,30.12.1899,S2,10,Average Socio Economic Group Suburban,,,
72452,MI,F,951,601,648,2,20169,1,74,611,639,"3,333333333",0,22.09.1916,T2,4,Average Socio Economic Group and Town,,,
77523,WI,F,856,458,536,0,18209,3,81,478,497,"8,357142857",0,30.12.1899,T2,15,Average Socio Economic Group and Town,,,
141308,UT,F,695,288,412,0,11994,1,81,371,338,"4,692307692",0,02.05.1915,S2,4,Average Socio Economic Group Suburban,,,
106583,NE,N,337,296,415,0,14902,1,83,344,350,"5,547619048",0,24.06.1905,R2,5,Average Socio Economic Group and Rural,,,
131263,CO,F,475,82,125,9,7813,5,46,90,150,"9,533333333",0,01.12.1901,C3,12,Lowest Socio Economic Group and City,,,
14376,KY,F,295,182,285,0,10151,0,73,219,242,"9,454545455",0,05.02.1918,R2,15,Average Socio Economic Group and Rural,,,
170714,CA,N,1452,286,363,4,13126,9,61,279,346,"12,61538462",0,29.03.1911,C1,20,Highest Socio Economic Group and City,,,
188721,IL,F,1159,505,541,3,16156,3,68,511,529,"12,45454546",0,06.08.1906,S1,20,Highest Socio Economic Group Suburban,,,
4026,IN,F,748,444,571,6,20264,2,62,495,515,"3,222222222",0,12.09.1907,C1,2,Highest Socio Economic Group and City,,,
155963,CA,F,1272,405,433,0,11674,11,53,410,421,"6,923076923",0,19.04.1906,C2,10,Average Socio Economic Group and City,,,
4390,WA,F,727,345,449,5,16422,6,33,395,401,"8,785714286",0,05.10.1902,S3,10,Lowerst Socio Economic Group Suburban,,,
79650,WI,F,731,359,447,4,14412,2,80,402,410,"8,833333333",0,30.12.1899,S2,10,Average Socio Economic Group Suburban,,,
33190,FL,F,1010,407,632,24,23774,5,32,519,560,"7,16",0,07.07.1914,C1,11,Highest Socio Economic Group and City,,,
80733,WI,F,491,255,349,0,12302,1,79,331,314,"7,5",0,27.06.1908,R2,15,Average Socio Economic Group and Rural,,,
21133,NC,F,863,238,404,10,14415,1,69,311,319,7,0,30.12.1899,R2,13,Average Socio Economic Group and Rural,,,
23732,SC,F,1060,313,465,30,17255,1,62,370,422,"4,95",0,30.12.1899,R1,4,Highest Socio Economic Group and Rural,,,
188133,AL,F,828,478,540,2,16643,4,54,506,487,"4,75",0,30.12.1899,T3,5,Lowest Socio Economic Group and Town,,,
20401,NC,F,476,193,282,0,9066,0,90,244,243,"16,16666667",0,05.10.1908,R3,30,Lowest Socio Economic Group and Rural,,,
138443,AZ,F,650,174,251,2,9170,6,28,203,216,15,0,09.09.1913,0,15,#N/A,,,
190635,SC,N,389,206,319,1,9837,0,78,289,269,"8,666666667",0,30.12.1899,0,32,#N/A,,,
136428,AZ,F,1887,591,829,42,47673,1,12,801,672,15,0,13.11.1912,S1,25,Highest Socio Economic Group Suburban,,,
55105,MS,F,407,182,282,0,8199,0,85,231,236,"5,8",0,30.12.1899,R2,4,Average Socio Economic Group and Rural,,,
159562,CA,F,546,191,234,0,5846,36,44,208,219,"14,8",0,30.12.1899,R3,2,Lowest Socio Economic Group and Rural,,,
115311,OK,F,303,177,245,0,8573,0,77,204,225,"3,75",0,06.05.1918,R3,4,Lowest Socio Economic Group and Rural,,,
154668,CA,F,690,315,367,0,12427,4,41,353,330,"11,52631579",0,16.02.1907,T2,15,Average Socio Economic Group and Town,,,
103260,MO,N,589,353,433,0,12376,0,93,388,398,"8,777777778",0,03.02.1918,T2,10,Average Socio Economic Group and Town,,,
111023,AR,F,332,170,269,0,8725,1,57,222,233,15,0,18.01.1912,R3,20,Lowest Socio Economic Group and Rural,,,
67961,MI,N,355,293,320,0,11403,9,76,312,312,15,0,04.04.1914,U3,21,Lowest Socio Economic Group and Urban,,,
92272,IL,N,549,292,352,1,11100,1,85,327,313,"16,42857143",0,30.12.1899,R2,20,Average Socio Economic Group and Rural,,,
63436,IN,F,333,224,322,0,11513,0,73,273,281,"11,66666667",0,21.12.1907,T2,51,Average Socio Economic Group and Town,,,
20853,NC,F,1521,405,508,22,21761,5,27,419,464,"6,875",0,30.12.1899,C1,10,Highest Socio Economic Group and City,,,
181550,WA,F,735,192,300,0,10690,2,39,235,256,"13,28571429",0,23.02.1913,C3,20,Lowest Socio Economic Group and City,,,
108158,LA,F,565,284,309,0,8302,7,76,297,304,"3,95",0,02.05.1909,S2,5,Average Socio Economic Group Suburban,,,
98941,IL,F,423,213,330,1,11676,1,79,280,276,"8,166666667",0,13.11.1912,T2,9,Average Socio Economic Group and Town,,,
147956,CA,F,2481,226,283,71,8369,59,28,248,270,"9,166666667",0,18.01.1912,U3,5,Lowest Socio Economic Group and Urban,,,
130554,CO,F,663,375,425,0,12667,5,51,406,399,"12,7",0,20.10.1914,S2,20,Average Socio Economic Group Suburban,,,
157213,CA,F,1909,417,550,45,23187,16,34,510,468,"12,5",0,30.12.1899,S1,20,Highest Socio Economic Group Suburban,,,
187744,CO,F,729,324,447,0,16479,2,37,343,400,"4,894736842",0,30.12.1899,U1,7,Highest Socio Economic Group and Urban,,,
6325,IN,F,331,322,368,0,13193,1,70,370,320,14,0,19.03.1908,C2,15,Average Socio Economic Group and City,,,
16973,NC,F,1024,303,404,9,16209,0,63,344,364,"6,394736842",0,30.12.1899,T2,8,Average Socio Economic Group and Town,,,
2853,IN,F,682,265,426,16,16860,1,55,342,364,"7,772727273",0,30.12.1899,0,10,#N/A,,,
131064,CO,F,989,472,507,9,16856,1,40,477,507,"12,08333333",0,30.12.1899,T1,12,Highest Socio Economic Group and Town,,,
130426,CO,F,831,408,445,0,12932,4,54,415,426,25,0,10.06.1919,S2,30,Average Socio Economic Group Suburban,,,
164894,CA,F,1872,382,483,44,14606,31,41,445,421,"3,857142857",0,01.09.1907,S2,10,Average Socio Economic Group Suburban,,,
37205,FL,F,914,321,409,0,17804,11,16,363,371,"10,33333333",0,27.03.1908,S2,10,Average Socio Economic Group Suburban,,,
6851,CA,N,1400,246,331,18,11924,2,66,304,281,10,0,30.06.1908,T2,7,Average Socio Economic Group and Town,,,
152094,CA,F,1546,320,421,21,13648,6,44,388,379,7,0,28.03.1914,S2,10,Average Socio Economic Group Suburban,,,
154892,CA,F,1353,218,371,1,14010,7,40,349,290,"7,05",0,28.05.1910,C3,9,Lowest Socio Economic Group and City,,,
172167,CA,F,680,235,287,0,7362,12,60,243,282,13,0,05.09.1910,S3,20,Lowerst Socio Economic Group Suburban,,,
91580,IL,F,852,377,417,1,13398,6,86,401,383,"4,076923077",0,30.12.1899,S2,4,Average Socio Economic Group Suburban,,,
52161,TN,F,325,148,209,0,6334,0,86,181,171,"6,7",0,19.03.1908,R3,5,Lowest Socio Economic Group and Rural,,,
51520,TN,N,672,179,373,0,15936,4,53,356,260,"11,5",0,30.12.1899,C2,10,Average Socio Economic Group and City,,,
135230,AZ,F,1099,351,564,2,22396,3,29,513,421,"9,375",0,14.02.1907,S1,12,Highest Socio Economic Group Suburban,,,
111081,AZ,F,707,211,323,0,14226,4,11,312,258,"6,75",0,01.09.1907,C2,9,Average Socio Economic Group and City,,,
34632,FL,F,842,377,461,0,15608,6,18,375,446,"7,5",0,01.08.1909,S1,15,Highest Socio Economic Group Suburban,,,
78116,WI,F,720,399,446,0,14215,0,85,432,406,"8,8",0,30.12.1899,R1,10,Highest Socio Economic Group and Rural,,,
169489,CA,F,1281,370,403,3,11428,7,61,386,372,"8,333333333",0,14.12.1910,T2,8,Average Socio Economic Group and Town,,,
116063,TX,F,680,339,382,0,10577,1,70,387,352,10,0,19.03.1908,C2,5,Average Socio Economic Group and City,,,
5642,IL,F,1000,271,479,0,16266,30,64,458,377,"17,33333333",0,30.12.1899,U2,48,Average Socio Economic Group and Urban,,,
70493,MI,N,279,119,207,0,6680,2,78,165,170,12,0,04.10.1902,R3,25,Lowest Socio Economic Group and Rural,,,
147175,CA,N,2074,495,586,52,20386,5,53,515,560,"6,5",0,30.12.1899,U4,7,#N/A,,,
167538,NV,F,948,325,398,3,15038,9,19,353,367,"11,5",0,05.10.1908,U2,15,Average Socio Economic Group and Urban,,,
118097,TX,F,398,216,308,0,11289,1,72,258,275,15,0,10.08.1915,R2,5,Average Socio Economic Group and Rural,,,
58566,KY,N,633,309,391,1,13407,1,63,326,351,"12,33333333",0,19.04.1906,T2,16,Average Socio Economic Group and Town,,,
37202,FL,F,914,321,409,0,17804,11,16,363,371,11,0,15.04.1903,S2,25,Average Socio Economic Group Suburban,,,
5510,WA,F,705,250,330,0,13764,3,55,304,308,"10,54054054",0,23.04.1903,0,20,#N/A,,,
69997,MI,N,1072,545,602,3,18492,2,82,597,600,"15,53846154",0,30.12.1899,T2,26,Average Socio Economic Group and Town,,,
190558,HI,N,4572,400,613,94,23300,17,56,525,499,"8,48",0,19.05.1904,U1,10,Highest Socio Economic Group and Urban,,,
171357,CA,F,2631,689,816,80,38138,4,50,753,772,25,0,30.12.1899,T1,25,Highest Socio Economic Group and Town,,,
149956,CA,F,1613,350,408,12,8897,39,49,352,403,"6,548387097",0,09.09.1913,U3,15,Lowest Socio Economic Group and Urban,,,
166106,CA,F,1143,310,376,19,20576,14,47,374,356,"6,266666667",0,01.04.1917,U1,10,Highest Socio Economic Group and Urban,,,
87459,MT,F,446,184,218,0,8395,0,61,195,203,"3,222222222",0,30.12.1899,C2,4,Average Socio Economic Group and City,,,
41325,FL,F,803,290,382,0,14138,5,35,361,350,"5,666666667",0,01.04.1917,S2,12,Average Socio Economic Group Suburban,,,
187472,IL,F,753,333,425,0,14164,4,68,393,371,"12,57142857",0,30.12.1899,C1,15,Highest Socio Economic Group and City,,,
175731,OR,N,864,358,464,2,16065,5,52,409,410,11,0,04.09.1904,S2,10,Average Socio Economic Group Suburban,,,
94757,IL,N,1279,410,466,3,15287,28,60,456,403,"11,25",0,07.08.1912,S2,12,Average Socio Economic Group Suburban,,,
136130,AZ,F,613,183,271,1,9700,3,21,236,226,"7,15",0,30.12.1899,R2,10,Average Socio Economic Group and Rural,,,
148840,CA,F,2171,495,519,67,17382,25,51,508,492,"10,81818182",0,19.07.1900,U1,11,Highest Socio Economic Group and Urban,,,
116008,TX,F,813,465,511,0,15458,6,48,485,489,"9,307692308",0,23.04.1909,T1,5,Highest Socio Economic Group and Town,,,
3691,MI,F,605,396,486,0,15062,4,78,454,426,20,0,13.01.1909,U4,20,#N/A,,,
176379,OR,N,829,397,456,1,14994,1,47,485,379,20,0,23.06.1905,C2,10,Average Socio Economic Group and City,,,
171338,CA,F,2076,418,505,54,16340,3,63,443,479,"6,666666667",0,05.08.1912,T1,10,Highest Socio Economic Group and Town,,,
116329,TX,N,2196,606,875,66,34050,12,34,797,700,"10,625",0,29.01.1915,S1,15,Highest Socio Economic Group Suburban,,,
22206,NC,F,897,309,417,3,16489,3,45,360,366,"14,5",0,10.08.1909,0,25,#N/A,,,
9537,TN,F,753,370,437,1,13078,1,53,383,412,"19,22222222",0,10.10.1911,T2,35,Average Socio Economic Group and Town,,,
103857,MO,N,278,158,234,1,8347,0,67,190,204,"17,5",0,30.12.1899,R3,15,Lowest Socio Economic Group and Rural,,,
170649,CA,N,1600,548,608,15,21369,3,53,551,603,17,0,13.01.1909,U1,25,Highest Socio Economic Group and Urban,,,
78256,WI,F,273,207,255,0,6104,29,52,231,220,"10,07692308",0,09.10.1908,U4,11,#N/A,,,
20631,NC,F,615,311,369,1,12294,1,74,348,336,"7,363636364",0,22.01.1915,T2,20,Average Socio Economic Group and Town,,,
15006,CA,F,5000,303,546,93,29754,36,23,400,427,"11,25",0,26.01.1918,U1,10,Highest Socio Economic Group and Urban,,,
1293,IL,F,917,462,474,0,14229,1,85,480,434,"5,285714286",0,09.01.1906,S2,2,Average Socio Economic Group Suburban,,,
24172,SC,F,714,191,333,1,9798,1,92,302,256,5,0,05.11.1906,R2,5,Average Socio Economic Group and Rural,,,
70835,MI,F,354,207,295,0,9393,2,91,234,266,"6,111111111",0,26.03.1905,R3,9,Lowest Socio Economic Group and Rural,,,
28340,GA,F,1216,541,687,2,29297,0,49,621,527,"5,909090909",0,18.01.1912,S1,10,Highest Socio Economic Group Suburban,,,
29345,GA,F,618,325,412,0,12727,0,85,363,375,"7,25",0,09.09.1913,0,17,#N/A,,,
58728,KY,N,184,129,221,0,6801,0,77,152,192,"10,4",0,03.03.1913,R3,20,Lowest Socio Economic Group and Rural,,,
175917,OR,F,866,308,465,5,16560,5,54,375,410,"13,33333333",0,14.11.1906,R2,15,Average Socio Economic Group and Rural,,,
18257,NC,N,487,273,314,0,13272,1,76,308,275,4,0,30.12.1899,T2,5,Average Socio Economic Group and Town,,,
69822,MI,F,859,473,529,2,16331,2,86,499,503,"10,33333333",0,05.08.1912,T2,15,Average Socio Economic Group and Town,,,
185080,CA,F,2298,374,604,64,31281,12,12,514,473,"98,78571429",0,30.12.1899,C2,200,Average Socio Economic Group and City,,,
151904,CA,N,1088,278,380,19,15011,18,35,308,335,"10,83333333",0,19.05.1904,C2,15,Average Socio Economic Group and City,,,
72844,MI,F,740,401,491,1,15718,3,84,450,446,"5,764705882",0,27.06.1905,T1,10,Highest Socio Economic Group and Town,,,
132844,WY,N,518,303,346,0,11266,0,35,318,313,"13,27586207",0,30.12.1899,T2,11,Average Socio Economic Group and Town,,,
136150,AZ,F,988,310,372,3,14315,3,26,327,372,"23,38888889",0,16.02.1904,R2,50,Average Socio Economic Group and Rural,,,
95728,IL,F,687,405,452,0,14237,4,69,410,431,"12,83333333",0,06.09.1907,S2,15,Average Socio Economic Group Suburban,,,
174895,OR,F,457,187,267,0,12886,8,15,256,197,15,0,05.11.1906,T3,21,Lowest Socio Economic Group and Town,,,
165056,CA,F,1884,454,490,33,14776,5,64,458,490,"7,6875",0,18.10.1914,C2,5,Average Socio Economic Group and City,,,
43126,FL,F,845,334,511,13,25715,6,10,351,496,"4,875",0,01.06.1913,C2,5,Average Socio Economic Group and City,,,
53753,TN,F,1239,534,653,11,23901,4,42,571,624,"15,84615385",0,12.07.1914,S1,30,Highest Socio Economic Group Suburban,,,
164169,CA,N,2292,642,710,70,22186,13,52,670,680,10,0,22.12.1916,S1,15,Highest Socio Economic Group Suburban,,,
184492,WA,N,917,391,519,4,16290,0,63,463,476,"8,571428571",0,01.09.1907,T1,9,Highest Socio Economic Group and Town,,,
128522,TX,F,243,132,160,0,4960,5,84,147,154,"9,0625",0,30.12.1899,T1,20,Highest Socio Economic Group and Town,,,
167551,CA,F,2356,277,401,78,15245,34,38,359,359,"15,83333333",0,18.01.1912,U1,20,Highest Socio Economic Group and Urban,,,
101972,MO,F,844,340,358,0,12280,0,69,373,356,20,0,30.12.1899,T2,25,Average Socio Economic Group and Town,,,
75609,IA,N,338,260,386,1,14351,1,92,315,336,4,0,11.01.1903,R2,10,Average Socio Economic Group and Rural,,,
89863,IL,F,1118,510,607,0,22026,12,57,563,562,"14,38461539",0,23.11.1912,S1,23,Highest Socio Economic Group Suburban,,,
104259,KS,F,477,219,314,0,10490,0,55,221,274,"9,1",0,03.03.1913,T2,15,Average Socio Economic Group and Town,,,
165494,CA,F,3898,744,816,96,26483,10,51,754,785,"15,55555556",0,03.05.1912,C1,15,Highest Socio Economic Group and City,,,
149777,CA,F,2215,195,292,68,7978,59,26,260,263,15,0,28.03.1914,U2,20,Average Socio Economic Group and Urban,,,
24272,SC,F,664,219,334,0,18368,3,33,283,286,"12,4",0,25.04.1906,T2,20,Average Socio Economic Group and Town,,,
184237,WA,N,976,479,571,8,20488,2,47,515,536,"8,111111111",0,22.12.1916,S1,14,Highest Socio Economic Group Suburban,,,
132179,CO,F,728,306,330,1,10468,0,50,335,297,"11,22222222",0,30.12.1899,R2,14,Average Socio Economic Group and Rural,,,
38098,FL,F,1657,264,491,45,23026,29,13,360,388,"4,1",0,24.05.1907,U2,3,Average Socio Economic Group and Urban,,,
161760,CA,F,4058,578,797,92,37190,10,38,701,671,35,0,30.12.1899,T3,35,Lowest Socio Economic Group and Town,,,
94884,IL,N,927,388,431,0,15328,4,88,464,391,30,0,19.10.1911,S2,40,Average Socio Economic Group Suburban,,,
156437,CA,N,2130,315,380,63,11583,40,35,309,380,15,0,23.04.1909,U2,27,Average Socio Economic Group and Urban,,,
141645,NV,F,1446,509,556,14,22085,5,26,520,544,"14,8",0,30.12.1899,S1,35,Highest Socio Economic Group Suburban,,,
152494,CA,N,2278,525,589,65,18780,1,55,604,571,"15,55555556",0,13.01.1906,S1,5,Highest Socio Economic Group Suburban,,,
139030,AZ,F,778,280,313,4,11652,3,12,298,290,"6,428571429",0,17.02.1910,0,5,#N/A,,,
89500,AZ,F,1250,218,441,0,13293,2,19,459,328,"8,65",0,13.01.1909,S3,10,Lowerst Socio Economic Group Suburban,,,
187501,HI,F,4250,299,364,99,12365,4,12,301,363,"5,75",0,30.12.1899,T1,10,Highest Socio Economic Group and Town,,,
67333,MI,F,1092,580,631,0,17240,8,70,587,620,"8,333333333",0,14.10.1914,S1,8,Highest Socio Economic Group Suburban,,,
112247,MO,F,643,257,321,0,11257,5,44,272,296,"23,33333333",0,06.06.1913,C2,25,Average Socio Economic Group and City,,,
141186,NV,F,706,283,371,0,14352,10,23,316,339,"6,47826087",0,03.07.1908,S2,12,Average Socio Economic Group Suburban,,,
150404,CA,F,1745,386,357,16,10891,23,45,348,398,"10,41463415",0,21.02.1913,S2,10,Average Socio Economic Group Suburban,,,
38266,FL,F,590,267,322,0,8625,40,29,319,304,15,0,09.01.1906,U3,10,Lowest Socio Economic Group and Urban,,,
44406,FL,F,945,292,456,7,17575,2,29,317,376,"4,625",0,05.09.1910,C2,10,Average Socio Economic Group and City,,,
